,0,1,2,3,4,5,6
574,16333,"Oct 13, 2024
4:25 PM PDT",Girls Unite Girls Unite 2015G Wonder Black,-,Dnamo FC Dnamo FC Arsenal,Minnie and Lovie  - Minnie and Lovie #3,Silver - Region 1 - North
575,16317,"Oct 19, 2024
11:20 AM PDT",San Francisco Glens Soccer Club SF Glens Pre-Academy 15G,-,Girls Unite Girls Unite 2015G Wonder Black,Rossi  - Rossi #1,Silver - Region 1 - North
576,16335,"Oct 19, 2024
1:00 PM PDT",Burlingame Soccer Club Burlingame SC 2015G White,-,SF United FC SF United G15 Phoenix,Village Park - Village Park,Silver - Region 1 - North
577,16334,"Oct 20, 2024
9:15 AM PDT",Burlingame Soccer Club Burlingame SC 2015G Black,-,San Francisco Glens Soccer Club SF Glens Pre-Academy 15G,Franklin / Osberg Schools - Franklin North,Silver - Region 1 - North
578,16316,"Nov 03, 2024
2:10 PM PST",SF United FC SF United G15 Phoenix,-,Burlingame Soccer Club Burlingame SC 2015G Black,Minnie & Lovie - Field #3,Silver - Region 1 - North
579,16342,"Nov 09, 2024
3:30 PM PST",Burlingame Soccer Club Burlingame SC 2015G White,-,San Francisco Glens Soccer Club SF Glens Pre-Academy 15G,Village Park - Village Park,Silver - Region 1 - North
580,16336,"Nov 16, 2024
11:50 AM PST",San Francisco Glens Soccer Club SF Glens Pre-Academy 15G,-,Dnamo FC Dnamo FC Arsenal,South Sunset - South Sunset 3,Silver - Region 1 - North
581,16337,"Nov 16, 2024
3:15 PM PST",SF United FC SF United G15 Phoenix,-,Girls Unite Girls Unite 2015G Wonder Black,South Sunset - Field #3,Silver - Region 1 - North
582,16327,"Nov 17, 2024
8:00 AM PST",Burlingame Soccer Club Burlingame SC 2015G Black,-,Girls Unite Girls Unite 2015G Wonder Black,Franklin / Osberg Schools - Franklin South,Silver - Region 1 - North
583,16328,"Nov 17, 2024
8:00 AM PST",Burlingame Soccer Club Burlingame SC 2015G White,-,Dnamo FC Dnamo FC Arsenal,Franklin / Osberg Schools - Franklin North,Silver - Region 1 - North
584,16341,"Nov 23, 2024
9:25 AM PST",Dnamo FC Dnamo FC Arsenal,-,SF United FC SF United G15 Phoenix,South Sunset - Field #3,Silver - Region 1 - North
585,16340,"Nov 23, 2024
3:15 PM PST",Girls Unite Girls Unite 2015G Wonder Black,-,Mountain View Los Altos Soccer Club MVLA 15G Barcelona Black,South Sunset - Field #3,Silver - Region 1 - North
586,16339,"Nov 23, 2024",Burlingame Soccer Club Burlingame SC 2015G Black,-,Burlingame Soccer Club Burlingame SC 2015G White,,Silver - Region 1 - North
587,16338,"Nov 24, 2024
9:30 AM PST",Mountain View Los Altos Soccer Club MVLA 15G Barcelona Black,-,Burlingame Soccer Club Burlingame SC 2015G Black,Graham Middle School  - Graham Middle School 7v7 Grass,Silver - Region 1 - North
588,20386,"Aug 17, 2024
9:00 AM PDT",Sentinels Soccer Club 2015 SENTINELS ACADEMY GIRLS,0 - 3,Central Valley San Jose SC CVSJ 15G Queen Cobras,Ann Sobrato High School - Sentinels Soccer Club JVSF,Copper - Region 1 Central
589,20361,"Aug 24, 2024
8:30 AM PDT",Central Valley San Jose SC CVSJ 15G Queen Cobras,1 - 1,San Carlos United Soccer Club San Carlos United SC 15G White,Ida Price Middle School  - Track - 7v7,Copper - Region 1 Central
590,20359,"Aug 24, 2024
2:00 PM PDT",Ace Athletics Youth Soccer Academy AAYSA Jaguars 15G Team,2 - 11,Sentinels Soccer Club 2015 SENTINELS ACADEMY GIRLS,Greer Park (Original) - Greer 4,Copper - Region 1 Central
591,20362,"Sep 07, 2024
9:00 AM PDT",Milpitas YSL FC Milpitas Wildcats 15,0 - 11,Central Valley San Jose SC CVSJ 15G Queen Cobras,Cardoza Park - Cardoza Park,Copper - Region 1 Central
592,20364,"Sep 08, 2024
11:45 AM PDT",Belmont United Soccer Club Belmont United 15G Wave FC White,4 - 1,Ace Athletics Youth Soccer Academy AAYSA Jaguars 15G Team,Marlin Park - SE 7v7,Copper - Region 1 Central
593,20384,"Sep 08, 2024
2:00 PM PDT",San Carlos United Soccer Club San Carlos United SC 15G White,2 - 2,Ace Athletics Youth Soccer Academy AAYSA Jaguars 15G Team,Highlands - Stadium 7v7,Copper - Region 1 Central
594,20367,"Sep 14, 2024
11:30 AM PDT",Sunnyvale Alliance SC 15G Red,-,Milpitas YSL FC Milpitas Wildcats 15,Cherry Chase Elementary - Cherry Chase Front (7v7),Copper - Region 1 Central
595,20366,"Sep 14, 2024
4:30 PM PDT",Ace Athletics Youth Soccer Academy AAYSA Jaguars 15G Team,-,San Carlos United Soccer Club San Carlos United SC 15G White,Greer Park (Original) - Greer 4,Copper - Region 1 Central
596,20363,"Sep 15, 2024
3:30 PM PDT",San Carlos United Soccer Club San Carlos United SC 15G White,-,Sunnyvale Alliance SC 15G Red,Highlands - Stadium 7v7,Copper - Region 1 Central
597,20368,"Sep 21, 2024
8:30 AM PDT",Central Valley San Jose SC CVSJ 15G Queen Cobras,-,Sunnyvale Alliance SC 15G Red,Ida Price Middle School  - Track - 7v7,Copper - Region 1 Central
598,20369,"Sep 21, 2024
11:30 AM PDT",Milpitas YSL FC Milpitas Wildcats 15,-,Ace Athletics Youth Soccer Academy AAYSA Jaguars 15G Team,Cardoza Park - Cardoza Park,Copper - Region 1 Central
599,20370,"Sep 21, 2024
1:00 PM PDT",San Carlos United Soccer Club San Carlos United SC 15G White,-,Sentinels Soccer Club 2015 SENTINELS ACADEMY GIRLS,Highlands - Stadium 7v7,Copper - Region 1 Central
600,20360,"Sep 22, 2024
4:30 PM PDT",Sunnyvale Alliance SC 15G Red,-,Belmont United Soccer Club Belmont United 15G Wave FC White,Cherry Chase Elementary - Cherry Chase Front (7v7),Copper - Region 1 Central
601,20365,"Sep 28, 2024
11:30 AM PDT",Sentinels Soccer Club 2015 SENTINELS ACADEMY GIRLS,-,Belmont United Soccer Club Belmont United 15G Wave FC White,Ann Sobrato High School - Sentinels Soccer Club JVSF,Copper - Region 1 Central
602,20381,"Oct 04, 2024
5:30 PM PDT",Sunnyvale Alliance SC 15G Red,-,San Carlos United Soccer Club San Carlos United SC 15G White,Cherry Chase Elementary - Cherry Chase Front (7v7),Copper - Region 1 Central
603,20372,"Oct 05, 2024
11:30 AM PDT",Sentinels Soccer Club 2015 SENTINELS ACADEMY GIRLS,-,Milpitas YSL FC Milpitas Wildcats 15,Ann Sobrato High School - Sentinels Soccer Club JVSF,Copper - Region 1 Central
604,20373,"Oct 05, 2024
2:00 PM PDT",Ace Athletics Youth Soccer Academy AAYSA Jaguars 15G Team,-,Central Valley San Jose SC CVSJ 15G Queen Cobras,Greer Park (Original) - Greer 4,Copper - Region 1 Central
605,20371,"Oct 06, 2024
8:45 AM PDT",Belmont United Soccer Club Belmont United 15G Wave FC White,-,San Carlos United Soccer Club San Carlos United SC 15G White,Marlin Park - SE 7v7,Copper - Region 1 Central
606,20376,"Oct 12, 2024
2:10 PM PDT",Milpitas YSL FC Milpitas Wildcats 15,-,Belmont United Soccer Club Belmont United 15G Wave FC White,Cardoza Park - Cardoza Park,Copper - Region 1 Central
607,20374,"Oct 13, 2024
4:30 PM PDT",Sunnyvale Alliance SC 15G Red,-,Ace Athletics Youth Soccer Academy AAYSA Jaguars 15G Team,Cherry Chase Elementary - Cherry Chase Front (7v7),Copper - Region 1 Central
608,20378,"Oct 19, 2024
9:30 AM PDT",Belmont United Soccer Club Belmont United 15G Wave FC White,-,Central Valley San Jose SC CVSJ 15G Queen Cobras,Marlin Park - SE 7v7,Copper - Region 1 Central
609,20379,"Oct 19, 2024
10:15 AM PDT",Sentinels Soccer Club 2015 SENTINELS ACADEMY GIRLS,-,Sunnyvale Alliance SC 15G Red,Ann Sobrato High School - Sentinels Soccer Club JVSF,Copper - Region 1 Central
610,20377,"Oct 19, 2024
2:30 PM PDT",San Carlos United Soccer Club San Carlos United SC 15G White,-,Milpitas YSL FC Milpitas Wildcats 15,Heather School - Heather 7v7,Copper - Region 1 Central
611,20382,"Oct 20, 2024
2:00 PM PDT",Ace Athletics Youth Soccer Academy AAYSA Jaguars 15G Team,-,Belmont United Soccer Club Belmont United 15G Wave FC White,Greer Park (Original) - Greer 4,Copper - Region 1 Central
612,20375,"Nov 02, 2024
10:00 AM PDT",Central Valley San Jose SC CVSJ 15G Queen Cobras,-,Sentinels Soccer Club 2015 SENTINELS ACADEMY GIRLS,Ida Price Middle School  - Track - 7v7,Copper - Region 1 Central
613,20383,"Nov 10, 2024
2:30 PM PST",Belmont United Soccer Club Belmont United 15G Wave FC White,-,Sentinels Soccer Club 2015 SENTINELS ACADEMY GIRLS,Marlin Park - NE 7v7,Copper - Region 1 Central
614,20380,"Nov 16, 2024
10:00 AM PST",Central Valley San Jose SC CVSJ 15G Queen Cobras,-,Milpitas YSL FC Milpitas Wildcats 15,Ida Price Middle School  - Track - 7v7,Copper - Region 1 Central
615,20385,"Nov 23, 2024
10:20 AM PST",Milpitas YSL FC Milpitas Wildcats 15,-,Sunnyvale Alliance SC 15G Red,Cardoza Park - Cardoza Park,Copper - Region 1 Central
616,16275,"Aug 17, 2024
9:30 AM PDT",Mountain View Los Altos Soccer Club MVLA 15G Barcelona White,0 - 4,Monterey County Soccer-ECFC Salinas ECFC 15G,Rosita Park - Rosita Park,Gold - Region 1
617,16274,"Aug 17, 2024
11:30 AM PDT",Burlingame Soccer Club Burlingame SC 2015G Gold,3 - 1,Santa Clara Sporting Santa Clara Sporting 16G Green,Village Park - Village Park,Gold - Region 1
618,16230,"Aug 24, 2024
9:30 AM PDT",JSC Soccer Club JSC 15G Black,5 - 2,Dnamo FC Dnamo FC Ajax,Hoover Park - Southwest,Gold - Region 1
619,16228,"Aug 24, 2024
10:30 AM PDT",Santa Clara Sporting Santa Clara Sporting 16G Green,3 - 1,Monterey County Soccer-ECFC Salinas ECFC 15G,Cabrillo MS - 7v7 Field,Gold - Region 1
620,16231,"Aug 25, 2024
4:00 PM PDT",Burlingame Soccer Club Burlingame SC 2015G Gold,2 - 5,Palo Alto SC Palo Alto SC 15G Pre Academy,Franklin / Osberg Schools - Franklin North,Gold - Region 1
621,16264,"Aug 25, 2024
5:00 PM PDT",Mountain View Los Altos Soccer Club MVLA 15G Barcelona White,1 - 0,Girls Unite Girls Unite 2015G Fierce Purple,Rosita Park - Rosita Park,Gold - Region 1
622,16235,"Sep 07, 2024
8:30 AM PDT",Dnamo FC Dnamo FC Ajax,3 - 8,Burlingame Soccer Club Burlingame SC 2015G Gold,South Sunset - Field #3,Gold - Region 1
623,16234,"Sep 07, 2024
11:30 AM PDT",Palo Alto SC Palo Alto SC 15G Pre Academy,4 - 0,Mountain View Los Altos Soccer Club MVLA 15G Barcelona White,Cubberley Community Center - West,Gold - Region 1
624,16233,"Sep 07, 2024
11:30 AM PDT",OV Toros FC OV Toros FC 2015G Black,0 - 3,Mountain View Los Altos Soccer Club MVLA 16G Spurs Blue,Kirigin Cellars (Parking entrance is on Day Rd) - Chardonnay (7 v 7),Gold - Region 1
625,16237,"Sep 07, 2024
3:00 PM PDT",Monterey County Soccer-ECFC Salinas ECFC 15G,8 - 0,Girls Unite Girls Unite 2015G Fierce Purple,Salinas Regional Soccer Complex - Field J,Gold - Region 1
626,16238,"Sep 14, 2024
10:30 AM PDT",Santa Clara Sporting Santa Clara Sporting 16G Green,-,Dnamo FC Dnamo FC Ajax,Cabrillo MS - 7v7 Field,Gold - Region 1
627,16232,"Sep 14, 2024
11:00 AM PDT",Mountain View Los Altos Soccer Club MVLA 15G Barcelona White,-,OV Toros FC OV Toros FC 2015G Black,Rosita Park - Rosita Park,Gold - Region 1
628,16243,"Sep 21, 2024
8:00 AM PDT",Mountain View Los Altos Soccer Club MVLA 16G Spurs Blue,-,Mountain View Los Altos Soccer Club MVLA 15G Barcelona White,Graham Middle School  - Graham Middle School 7v7 Grass,Gold - Region 1
629,16244,"Sep 21, 2024
10:00 AM PDT",OV Toros FC OV Toros FC 2015G Black,-,Burlingame Soccer Club Burlingame SC 2015G Gold,Morgan Hill Outdoor Sports Complex (No Dogs)  - 3A (7 v 7),Gold - Region 1
630,16247,"Sep 21, 2024
12:45 PM PDT",Santa Clara Sporting Santa Clara Sporting 15G White,-,Santa Clara Sporting Santa Clara Sporting 16G Green,Reed and Grant Sports Park - Field #2,Gold - Region 1
631,16245,"Sep 21, 2024
2:30 PM PDT",Palo Alto SC Palo Alto SC 15G Pre Academy,-,JSC Soccer Club JSC 15G Black,Greer Park (Original) - Greer 3,Gold - Region 1
632,16255,"Sep 21, 2024
3:00 PM PDT",OV Toros FC OV Toros FC 2015G Black,-,Girls Unite Girls Unite 2015G Fierce Purple,Live Oak High School - 7 v 7 A OV TOROS,Gold - Region 1
633,16240,"Sep 22, 2024
3:30 PM PDT",JSC Soccer Club JSC 15G Black,-,OV Toros FC OV Toros FC 2015G Black,Marlin Park - NE 7v7,Gold - Region 1
634,16277,"Sep 28, 2024
12:30 PM PDT",OV Toros FC OV Toros FC 2015G Black,-,Dnamo FC Dnamo FC Ajax,Kirigin Cellars (Parking entrance is on Day Rd) - Syrah (7 v 7),Gold - Region 1
635,16273,"Sep 28, 2024
2:00 PM PDT",JSC Soccer Club JSC 15G Black,-,Girls Unite Girls Unite 2015G Fierce Purple,Hoover Park - Southeast,Gold - Region 1
636,16242,"Sep 28, 2024
3:30 PM PDT",Monterey County Soccer-ECFC Salinas ECFC 15G,-,Santa Clara Sporting Santa Clara Sporting 15G White,Salinas Regional Soccer Complex - Field J,Gold - Region 1
637,16246,"Sep 29, 2024
9:35 AM PDT",Dnamo FC Dnamo FC Ajax,-,Girls Unite Girls Unite 2015G Fierce Purple,South Sunset - Field #2,Gold - Region 1
638,16248,"Oct 05, 2024
10:30 AM PDT",Santa Clara Sporting Santa Clara Sporting 16G Green,-,OV Toros FC OV Toros FC 2015G Black,Cabrillo MS - 7v7 Field,Gold - Region 1
639,16252,"Oct 05, 2024
2:00 PM PDT",Monterey County Soccer-ECFC Salinas ECFC 15G,-,Palo Alto SC Palo Alto SC 15G Pre Academy,Salinas Regional Soccer Complex - Field J,Gold - Region 1
640,16249,"Oct 05, 2024
3:55 PM PDT",Girls Unite Girls Unite 2015G Fierce Purple,-,Mountain View Los Altos Soccer Club MVLA 16G Spurs Blue,Rossi Park - Field #1,Gold - Region 1
641,16253,"Oct 12, 2024
8:00 AM PDT",Mountain View Los Altos Soccer Club MVLA 15G Barcelona White,-,Burlingame Soccer Club Burlingame SC 2015G Gold,Rosita Park - Rosita Park,Gold - Region 1
642,16254,"Oct 12, 2024
9:30 AM PDT",Mountain View Los Altos Soccer Club MVLA 16G Spurs Blue,-,JSC Soccer Club JSC 15G Black,Rosita Park - Rosita Park,Gold - Region 1
643,16256,"Oct 12, 2024
2:30 PM PDT",Palo Alto SC Palo Alto SC 15G Pre Academy,-,Santa Clara Sporting Santa Clara Sporting 16G Green,Cubberley Community Center - West,Gold - Region 1
644,16257,"Oct 12, 2024
3:55 PM PDT",Dnamo FC Dnamo FC Ajax,-,Monterey County Soccer-ECFC Salinas ECFC 15G,Rossi  - Rossi #1,Gold - Region 1
645,16239,"Oct 13, 2024
10:45 AM PDT",Girls Unite Girls Unite 2015G Fierce Purple,-,Palo Alto SC Palo Alto SC 15G Pre Academy,Mission Playground - 1,Gold - Region 1
646,16266,"Oct 13, 2024
11:30 AM PDT",OV Toros FC OV Toros FC 2015G Black,-,Monterey County Soccer-ECFC Salinas ECFC 15G,Kirigin Cellars (Parking entrance is on Day Rd) - Chardonnay (7 v 7),Gold - Region 1
647,16260,"Oct 19, 2024
10:10 AM PDT",Dnamo FC Dnamo FC Ajax,-,Palo Alto SC Palo Alto SC 15G Pre Academy,Rossi  - Rossi #1,Gold - Region 1
648,16258,"Oct 19, 2024
10:30 AM PDT",Santa Clara Sporting Santa Clara Sporting 16G Green,-,Mountain View Los Altos Soccer Club MVLA 15G Barcelona White,Cabrillo MS - 7v7 Field,Gold - Region 1
649,16261,"Oct 19, 2024
11:30 AM PDT",Santa Clara Sporting Santa Clara Sporting 15G White,-,OV Toros FC OV Toros FC 2015G Black,Reed and Grant Sports Park - Field #2,Gold - Region 1
650,16259,"Oct 19, 2024
4:25 PM PDT",Girls Unite Girls Unite 2015G Fierce Purple,-,Burlingame Soccer Club Burlingame SC 2015G Gold,South Sunset - Field #3,Gold - Region 1
651,16269,"Oct 20, 2024
10:00 AM PDT",Palo Alto SC Palo Alto SC 15G Pre Academy,-,OV Toros FC OV Toros FC 2015G Black,Cubberley Community Center - West,Gold - Region 1
652,16250,"Oct 20, 2024
2:00 PM PDT",JSC Soccer Club JSC 15G Black,-,Mountain View Los Altos Soccer Club MVLA 15G Barcelona White,Marlin Park - NE 7v7,Gold - Region 1
653,16278,"Oct 20, 2024
4:25 PM PDT",Girls Unite Girls Unite 2015G Fierce Purple,-,Santa Clara Sporting Santa Clara Sporting 16G Green,Minnie & Lovie Ward Fields - Field 3,Gold - Region 1
654,16236,"Oct 26, 2024
10:00 AM PDT",Santa Clara Sporting Santa Clara Sporting 15G White,-,JSC Soccer Club JSC 15G Black,Curtis Field - 7v7 Field #1 (Comp),Gold - Region 1
655,16251,"Oct 27, 2024
3:00 PM PDT",Santa Clara Sporting Santa Clara Sporting 15G White,-,Dnamo FC Dnamo FC Ajax,Cabrillo MS - 9v9 Field,Gold - Region 1
656,16262,"Nov 02, 2024
3:00 PM PDT",Monterey County Soccer-ECFC Salinas ECFC 15G,-,Mountain View Los Altos Soccer Club MVLA 16G Spurs Blue,Salinas Regional Soccer Complex - Field J,Gold - Region 1
657,16263,"Nov 10, 2024
3:15 PM PST",Burlingame Soccer Club Burlingame SC 2015G Gold,-,JSC Soccer Club JSC 15G Black,Village Park - Village Park,Gold - Region 1
658,16267,"Nov 16, 2024
10:00 AM PST",Palo Alto SC Palo Alto SC 15G Pre Academy,-,Santa Clara Sporting Santa Clara Sporting 15G White,Greer Park (Original) - Greer 3,Gold - Region 1
659,16265,"Nov 16, 2024
2:00 PM PST",Mountain View Los Altos Soccer Club MVLA 16G Spurs Blue,-,Santa Clara Sporting Santa Clara Sporting 16G Green,Graham Middle School  - Graham Middle School 7v7 Grass,Gold - Region 1
660,16229,"Nov 17, 2024
8:30 AM PST",Girls Unite Girls Unite 2015G Fierce Purple,-,Santa Clara Sporting Santa Clara Sporting 15G White,South Sunset - Field #2,Gold - Region 1
661,16241,"Nov 17, 2024
3:15 PM PST",Burlingame Soccer Club Burlingame SC 2015G Gold,-,Mountain View Los Altos Soccer Club MVLA 16G Spurs Blue,Village Park - Village Park,Gold - Region 1
662,16268,"Nov 23, 2024
10:30 AM PST",Santa Clara Sporting Santa Clara Sporting 16G Green,-,JSC Soccer Club JSC 15G Black,Curtis Field - 7v7 Field #1 (Comp),Gold - Region 1
663,16271,"Nov 23, 2024
11:00 AM PST",Santa Clara Sporting Santa Clara Sporting 15G White,-,Mountain View Los Altos Soccer Club MVLA 15G Barcelona White,Reed and Grant Sports Park - Field #2A,Gold - Region 1
664,16270,"Nov 23, 2024
12:25 PM PST",Dnamo FC Dnamo FC Ajax,-,Mountain View Los Altos Soccer Club MVLA 16G Spurs Blue,Rossi  - Rossi #1,Gold - Region 1
665,16272,"Nov 23, 2024
2:00 PM PST",Monterey County Soccer-ECFC Salinas ECFC 15G,-,Burlingame Soccer Club Burlingame SC 2015G Gold,Salinas Regional Soccer Complex - Field J,Gold - Region 1
666,16279,"Dec 07, 2024
9:30 AM PST",Mountain View Los Altos Soccer Club MVLA 16G Spurs Blue,-,Palo Alto SC Palo Alto SC 15G Pre Academy,Rosita Park - Rosita Park,Gold - Region 1
667,16280,"Dec 07, 2024
12:30 PM PST",Mountain View Los Altos Soccer Club MVLA 15G Barcelona White,-,Dnamo FC Dnamo FC Ajax,Rosita Park - Rosita Park,Gold - Region 1
668,16282,"Dec 07, 2024",JSC Soccer Club JSC 15G Black,-,Monterey County Soccer-ECFC Salinas ECFC 15G,,Gold - Region 1
669,16281,"Dec 07, 2024",Burlingame Soccer Club Burlingame SC 2015G Gold,-,Santa Clara Sporting Santa Clara Sporting 15G White,,Gold - Region 1
670,16276,"Dec 08, 2024
12:30 PM PST",Mountain View Los Altos Soccer Club MVLA 16G Spurs Blue,-,Santa Clara Sporting Santa Clara Sporting 15G White,Graham Middle School  - Graham Middle School 7v7 Grass,Gold - Region 1
671,17102,"Aug 17, 2024
8:00 AM PDT",Sheriffs FC Sheriffs FC 2015/16G Yellow,-,East Bay United EBUSC Bay Oaks 15G Blue,Edendale MS Field (turf) - 7v7 #1,Bronze Region 4
672,17101,"Aug 17, 2024
8:30 AM PDT",San Pablo United YSC San Pablo Lobitas,2 - 4,Castro Valley Soccer Club Castro Valley SC CVSC United 2015 Girls Yellow,Rumrill Sports Complex - Field 1,Bronze Region 4
673,17079,"Aug 18, 2024
9:20 AM PDT",Castro Valley Soccer Club Castro Valley SC CVSC United 2015 Girls Yellow,7 - 0,East Bay United EBUSC Bay Oaks 15G Blue,Stonebrae Elementary School - Stonebrae Upper Turf Field 2A,Bronze Region 4
674,17075,"Aug 24, 2024
9:10 AM PDT",East Bay United EBUSC Bay Oaks 15G Blue,0 - 12,Sheriffs FC Sheriffs FC 2015/16G Yellow,Alameda Point Fields - AP Field 4,Bronze Region 4
675,17074,"Aug 24, 2024
12:40 PM PDT",Clippers FC 2015 Girls White,1 - 0,Eastshore Alliance FC Alliance 2015G Orange,Bret Hart Middle School (Oakland) - Bret Hart (U9/U10),Bronze Region 4
676,17073,"Aug 24, 2024
4:00 PM PDT",Castro Valley Soccer Club Castro Valley SC CVSC United 2015 Girls Yellow,7 - 2,San Pablo United YSC San Pablo Lobitas,Stonebrae Elementary School - Stonebrae Upper Turf Field 2A,Bronze Region 4
677,17082,"Aug 25, 2024
11:30 AM PDT",Clippers FC 2015 Girls White,0 - 4,Castro Valley Soccer Club Castro Valley SC CVSC United 2015 Girls Yellow,Bret Hart Middle School (Oakland) - Bret Hart (U9/U10),Bronze Region 4
678,17078,"Sep 07, 2024
9:00 AM PDT",Sheriffs FC Sheriffs FC 2015/16G Yellow,1 - 5,San Pablo United YSC San Pablo Lobitas,Edendale MS Field (turf) - 7v7 #1,Bronze Region 4
679,17076,"Sep 07, 2024
10:20 AM PDT",East Bay United EBUSC Bay Oaks 15G Blue,0 - 10,Clippers FC 2015 Girls White,Alameda Point Fields - AP Field 5,Bronze Region 4
680,17077,"Sep 07, 2024
2:30 PM PDT",Eastshore Alliance FC Alliance 2015G Orange,2 - 2,Castro Valley Soccer Club Castro Valley SC CVSC United 2015 Girls Yellow,Cerrito Vista Park - Cerrito Vista Park B (7v7),Bronze Region 4
681,17081,"Sep 14, 2024
8:30 AM PDT",San Pablo United YSC San Pablo Lobitas,-,Eastshore Alliance FC Alliance 2015G Orange,Rumrill Sports Complex - Field 1,Bronze Region 4
682,17080,"Sep 14, 2024
11:30 AM PDT",Clippers FC 2015 Girls White,-,Sheriffs FC Sheriffs FC 2015/16G Yellow,Bret Hart Middle School (Oakland) - Bret Hart (U9/U10),Bronze Region 4
683,17084,"Sep 21, 2024
8:00 AM PDT",Sheriffs FC Sheriffs FC 2015/16G Yellow,-,Eastshore Alliance FC Alliance 2015G Orange,Edendale MS Field (turf) - 7v7 #1,Bronze Region 4
684,17083,"Sep 21, 2024
12:40 PM PDT",East Bay United EBUSC Bay Oaks 15G Blue,-,San Pablo United YSC San Pablo Lobitas,Alameda Point Fields - AP Field 4,Bronze Region 4
685,17099,"Sep 28, 2024
1:00 PM PDT",Sheriffs FC Sheriffs FC 2015/16G Yellow,-,Castro Valley Soccer Club Castro Valley SC CVSC United 2015 Girls Yellow,Edendale MS Field (turf) - 7v7 #1,Bronze Region 4
686,17087,"Oct 05, 2024
8:30 AM PDT",San Pablo United YSC San Pablo Lobitas,-,Clippers FC 2015 Girls White,Rumrill Sports Complex - Field 1,Bronze Region 4
687,17085,"Oct 05, 2024
12:00 PM PDT",Castro Valley Soccer Club Castro Valley SC CVSC United 2015 Girls Yellow,-,Sheriffs FC Sheriffs FC 2015/16G Yellow,Stonebrae Elementary School - Stonebrae Upper Turf Field 2 B,Bronze Region 4
688,17086,"Oct 06, 2024
2:30 PM PDT",Eastshore Alliance FC Alliance 2015G Orange,-,East Bay United EBUSC Bay Oaks 15G Blue,Cerrito Vista Park - Cerrito Vista Park B (7v7),Bronze Region 4
689,17090,"Oct 12, 2024
8:30 AM PDT",San Pablo United YSC San Pablo Lobitas,-,Sheriffs FC Sheriffs FC 2015/16G Yellow,Rumrill Sports Complex - Field 1,Bronze Region 4
690,17089,"Oct 12, 2024
11:30 AM PDT",Clippers FC 2015 Girls White,-,East Bay United EBUSC Bay Oaks 15G Blue,Alameda Point Fields - AP Field 5,Bronze Region 4
691,17088,"Oct 12, 2024
4:00 PM PDT",Castro Valley Soccer Club Castro Valley SC CVSC United 2015 Girls Yellow,-,Eastshore Alliance FC Alliance 2015G Orange,Stonebrae Elementary School - Stonebrae Upper Turf Field 2A,Bronze Region 4
692,17094,"Oct 13, 2024
4:00 PM PDT",Castro Valley Soccer Club Castro Valley SC CVSC United 2015 Girls Yellow,-,Clippers FC 2015 Girls White,Stonebrae Elementary School - Stonebrae Upper Turf Field 2A,Bronze Region 4
693,17093,"Oct 19, 2024
8:00 AM PDT",Sheriffs FC Sheriffs FC 2015/16G Yellow,-,Clippers FC 2015 Girls White,Edendale MS Field (turf) - 7v7 #1,Bronze Region 4
694,17091,"Oct 20, 2024
1:50 PM PDT",East Bay United EBUSC Bay Oaks 15G Blue,-,Castro Valley Soccer Club Castro Valley SC CVSC United 2015 Girls Yellow,Alameda Point Fields - AP Field 4,Bronze Region 4
695,17092,"Nov 03, 2024
4:00 PM PST",Eastshore Alliance FC Alliance 2015G Orange,-,San Pablo United YSC San Pablo Lobitas,Cerrito Vista Park - Cerrito Vista Park B (7v7),Bronze Region 4
696,17096,"Nov 16, 2024
8:30 AM PST",San Pablo United YSC San Pablo Lobitas,-,East Bay United EBUSC Bay Oaks 15G Blue,Rumrill Sports Complex - Field 1,Bronze Region 4
697,17095,"Nov 16, 2024
10:10 AM PST",Eastshore Alliance FC Alliance 2015G Orange,-,Sheriffs FC Sheriffs FC 2015/16G Yellow,Rumrill Sports Complex - Field 3,Bronze Region 4
698,17100,"Nov 17, 2024
2:25 PM PST",Eastshore Alliance FC Alliance 2015G Orange,-,Clippers FC 2015 Girls White,Rumrill Sports Complex - Field #3,Bronze Region 4
699,17098,"Nov 23, 2024
10:20 AM PST",East Bay United EBUSC Bay Oaks 15G Blue,-,Eastshore Alliance FC Alliance 2015G Orange,Alameda Point Fields - AP Field 4,Bronze Region 4
700,17097,"Nov 23, 2024
10:20 AM PST",Clippers FC 2015 Girls White,-,San Pablo United YSC San Pablo Lobitas,Alameda Point Fields - AP Field 5,Bronze Region 4
701,20280,"Aug 24, 2024
2:30 PM PDT",Allstars United 15G Black,1 - 5,WSC Crush WSC Crush 15 Girls Orange,Congress Springs Park - 7v7 #3,Copper - Region 1 - South
702,20278,"Aug 24, 2024",,-,Peninsula Youth Soccer Peninsula SC Tornadoes White 15G,,Copper - Region 1 - South
703,20281,"Aug 25, 2024
4:30 PM PDT",Red Star Soccer Academy Red Star 15G White,8 - 2,Palo Alto SC Palo Alto SC 15G Red,Grant Park - Grant 2,Copper - Region 1 - South
704,20283,"Sep 07, 2024
12:30 PM PDT",WSC Crush WSC Crush 15 Girls Orange,3 - 3,Red Star Soccer Academy Red Star 15G White,Woodside Elementary School  -  Grass 7v7,Copper - Region 1 - South
705,20284,"Sep 07, 2024
4:00 PM PDT",Stanford Strikers FC Stanford Strikers 15G White,5 - 1,Allstars United 15G Black,Ramos Park - 7v7,Copper - Region 1 - South
