,0,1,2,3,4,5,6
706,20282,"Sep 07, 2024
5:30 PM PDT",Palo Alto SC Palo Alto SC 15G Red,0 - 5,Mountain View Los Altos Soccer Club MVLA 15G Barcelona Gold,Cubberley Community Center - West,Copper - Region 1 - South
707,20285,"Sep 07, 2024
6:00 PM PDT",Peninsula Youth Soccer Peninsula SC Tornadoes White 15G,2 - 2,AYSO United Silicon Valley United Silicon Valley 15G Blue,Catamaran Park  - West,Copper - Region 1 - South
708,20296,"Sep 08, 2024
2:00 PM PDT",Mountain View Los Altos Soccer Club MVLA 15G Barcelona Gold,-,Peninsula Youth Soccer Peninsula SC Tornadoes White 15G,Graham Middle School  - Graham Middle School 7v7 Grass,Copper - Region 1 - South
709,20288,"Sep 14, 2024
3:15 PM PDT",Red Star Soccer Academy Red Star 15G White,-,Stanford Strikers FC Stanford Strikers 15G White,Grant Park - Grant 2,Copper - Region 1 - South
710,20279,"Sep 15, 2024
12:00 PM PDT",AYSO United Silicon Valley United Silicon Valley 15G Blue,-,Stanford Strikers FC Stanford Strikers 15G White,San Antonio Park (1026 Astoria Dr) - 7 v 7,Copper - Region 1 - South
711,20289,"Sep 15, 2024
2:00 PM PDT",Mountain View Los Altos Soccer Club MVLA 15G Barcelona Gold,-,WSC Crush WSC Crush 15 Girls Orange,Graham Middle School  - Graham Middle School 7v7 Grass,Copper - Region 1 - South
712,20287,"Sep 15, 2024
4:30 PM PDT",Allstars United 15G Black,-,Peninsula Youth Soccer Peninsula SC Tornadoes White 15G,Congress Springs Park - 7v7 #2,Copper - Region 1 - South
713,20291,"Sep 21, 2024
12:15 PM PDT",Stanford Strikers FC Stanford Strikers 15G White,-,Mountain View Los Altos Soccer Club MVLA 15G Barcelona Gold,Jane Lathrop Stanford MS (JLS) - 4,Copper - Region 1 - South
714,20290,"Sep 21, 2024
2:00 PM PDT",WSC Crush WSC Crush 15 Girls Orange,-,Palo Alto SC Palo Alto SC 15G Red,Woodside Elementary School  -  Grass 7v7,Copper - Region 1 - South
715,20293,"Sep 21, 2024",ALBION SC Silicon Valley East Bay EB G15 Academy,-,Allstars United 15G Black,,Copper - Region 1 - South
716,20292,"Sep 22, 2024
11:45 AM PDT",Peninsula Youth Soccer Peninsula SC Tornadoes White 15G,-,Red Star Soccer Academy Red Star 15G White,Catamaran Park  - East,Copper - Region 1 - South
717,20297,"Oct 05, 2024
4:00 PM PDT",Palo Alto SC Palo Alto SC 15G Red,-,Stanford Strikers FC Stanford Strikers 15G White,Cubberley Community Center - North,Copper - Region 1 - South
718,20294,"Oct 05, 2024
4:30 PM PDT",Allstars United 15G Black,-,AYSO United Silicon Valley United Silicon Valley 15G Blue,Congress Springs Park - 7v7 #1,Copper - Region 1 - South
719,20295,"Oct 05, 2024",Red Star Soccer Academy Red Star 15G White,-,,,Copper - Region 1 - South
720,20301,"Oct 12, 2024
9:00 AM PDT",AYSO United Silicon Valley United Silicon Valley 15G Blue,-,Red Star Soccer Academy Red Star 15G White,San Antonio Park (1026 Astoria Dr) - 7 v 7,Copper - Region 1 - South
721,20298,"Oct 12, 2024
4:00 PM PDT",Stanford Strikers FC Stanford Strikers 15G White,-,WSC Crush WSC Crush 15 Girls Orange,Ramos Park - 7v7,Copper - Region 1 - South
722,20300,"Oct 12, 2024",,-,Mountain View Los Altos Soccer Club MVLA 15G Barcelona Gold,,Copper - Region 1 - South
723,20299,"Oct 13, 2024
4:45 PM PDT",Peninsula Youth Soccer Peninsula SC Tornadoes White 15G,-,Palo Alto SC Palo Alto SC 15G Red,Catamaran Park  - East,Copper - Region 1 - South
724,20303,"Oct 19, 2024
11:00 AM PDT",Mountain View Los Altos Soccer Club MVLA 15G Barcelona Gold,-,AYSO United Silicon Valley United Silicon Valley 15G Blue,Rosita Park - Rosita Park,Copper - Region 1 - South
725,20305,"Oct 19, 2024
2:00 PM PDT",WSC Crush WSC Crush 15 Girls Orange,-,Peninsula Youth Soccer Peninsula SC Tornadoes White 15G,Woodside Elementary School  -  Grass 7v7,Copper - Region 1 - South
726,20304,"Oct 19, 2024
4:00 PM PDT",Palo Alto SC Palo Alto SC 15G Red,-,,Cubberley Community Center - North,Copper - Region 1 - South
727,20302,"Oct 20, 2024
3:15 PM PDT",Red Star Soccer Academy Red Star 15G White,-,Allstars United 15G Black,Grant Park - Grant 2,Copper - Region 1 - South
728,20312,"Nov 03, 2024
11:00 AM PST",WSC Crush WSC Crush 15 Girls Orange,-,AYSO United Silicon Valley United Silicon Valley 15G Blue,Woodside Elementary School  -  Grass 7v7,Copper - Region 1 - South
729,20310,"Nov 10, 2024
11:00 AM PST",Mountain View Los Altos Soccer Club MVLA 15G Barcelona Gold,-,Red Star Soccer Academy Red Star 15G White,Graham Middle School  - Graham Middle School 7v7 Grass,Copper - Region 1 - South
730,20309,"Nov 16, 2024
9:00 AM PST",Allstars United 15G Black,-,Mountain View Los Altos Soccer Club MVLA 15G Barcelona Gold,Congress Springs Park - 7v7 #3,Copper - Region 1 - South
731,20306,"Nov 16, 2024
11:45 AM PST",Peninsula Youth Soccer Peninsula SC Tornadoes White 15G,-,Stanford Strikers FC Stanford Strikers 15G White,Catamaran Park  - West,Copper - Region 1 - South
732,20308,"Nov 16, 2024
4:30 PM PST",AYSO United Silicon Valley United Silicon Valley 15G Blue,-,Palo Alto SC Palo Alto SC 15G Red,San Antonio Park (1026 Astoria Dr) - 7 v 7,Copper - Region 1 - South
733,20307,"Nov 16, 2024",,-,WSC Crush WSC Crush 15 Girls Orange,,Copper - Region 1 - South
734,20311,"Nov 23, 2024
1:00 PM PST",Palo Alto SC Palo Alto SC 15G Red,-,Allstars United 15G Black,Cubberley Community Center - North,Copper - Region 1 - South
735,20313,"Nov 23, 2024
4:00 PM PST",Stanford Strikers FC Stanford Strikers 15G White,-,ALBION SC Silicon Valley East Bay EB G15 Academy,Jane Lathrop Stanford MS (JLS) - 4,Copper - Region 1 - South
736,20286,"Dec 07, 2024
1:00 PM UTC",AYSO United Silicon Valley United Silicon Valley 15G Blue,-,,,Copper - Region 1 - South
737,17046,"Aug 24, 2024
8:00 AM PDT",Pleasanton Rage Pleasanton RAGE 15 Select I,7 - 4,Dublin United Dublin United 15G Green,Amador (Aquatic) Park - Aquatic Park 3 (AQ3),Bronze Region 3 - South
738,17045,"Aug 24, 2024
11:45 AM PDT",Livermore Fusion SC Fusion SC 2015 Girls Gold,2 - 3,Fremont Rush Soccer Fremont Rush 2015G Blue,Robertson Park - Grass #3B (7v7),Bronze Region 3 - South
739,17047,"Aug 24, 2024
3:30 PM PDT",San Ramon FC San Ramon FC 15G Red,1 - 4,Hayward Youth Soccer League HYSL Premier Chaos 15G,Central Park - CP2 South,Bronze Region 3 - South
740,17064,"Aug 25, 2024
10:00 AM PDT",Dublin United Dublin United 15G Green,2 - 2,San Ramon FC San Ramon FC 15G Red,Fallon Sports Park - FSP1SOUTH,Bronze Region 3 - South
741,17052,"Aug 25, 2024
11:45 AM PDT",Livermore Fusion SC Fusion SC 2015 Girls Gold,2 - 3,Hayward Youth Soccer League HYSL Premier Chaos 15G,Robertson Park - Grass #3B (7v7),Bronze Region 3 - South
742,17049,"Sep 07, 2024
9:00 AM PDT",Hayward Youth Soccer League HYSL Premier Chaos 15G,3 - 2,Pleasanton Rage Pleasanton RAGE 15 Select I,Stonebrae Elementary School - Stonebrae Turf Lower 1,Bronze Region 3 - South
743,17048,"Sep 07, 2024
12:00 PM PDT",1974 Newark FC 1974 NFC 15G White,1 - 2,San Ramon FC San Ramon FC 15G Red,MacGregor Fields - MacGregor Fields - MAC #4 (7V7),Bronze Region 3 - South
744,17050,"Sep 07, 2024
4:30 PM PDT",Dublin United Dublin United 15G Green,0 - 6,Livermore Fusion SC Fusion SC 2015 Girls Gold,Fallon Sports Park - FSP1SOUTH,Bronze Region 3 - South
745,17053,"Sep 14, 2024
8:00 AM PDT",Pleasanton Rage Pleasanton RAGE 15 Select I,-,1974 Newark FC 1974 NFC 15G White,Amador (Aquatic) Park - Aquatic Park 3 (AQ3),Bronze Region 3 - South
746,17051,"Sep 14, 2024
10:00 AM PDT",Fremont Rush Soccer Fremont Rush 2015G Blue,-,Dublin United Dublin United 15G Green,Karl Nordvick Park - Karl Nordvick West,Bronze Region 3 - South
747,17055,"Sep 21, 2024
9:00 AM PDT",1974 Newark FC 1974 NFC 15G White,-,Livermore Fusion SC Fusion SC 2015 Girls Gold,MacGregor Fields - MacGregor Fields - MAC #4 (7V7),Bronze Region 3 - South
748,17056,"Sep 21, 2024
10:30 AM PDT",Hayward Youth Soccer League HYSL Premier Chaos 15G,-,Fremont Rush Soccer Fremont Rush 2015G Blue,Stonebrae Elementary School - Stonebrae Turf Lower 1,Bronze Region 3 - South
749,17069,"Sep 28, 2024
12:00 PM PDT",Dublin United Dublin United 15G Green,-,Fremont Rush Soccer Fremont Rush 2015G Blue,Fallon Sports Park - FSP1SOUTH,Bronze Region 3 - South
750,17054,"Sep 28, 2024
12:30 PM PDT",San Ramon FC San Ramon FC 15G Red,-,Pleasanton Rage Pleasanton RAGE 15 Select I,Central Park - CP2 North,Bronze Region 3 - South
751,17058,"Oct 05, 2024
10:00 AM PDT",Fremont Rush Soccer Fremont Rush 2015G Blue,-,1974 Newark FC 1974 NFC 15G White,Karl Nordvick Park - Karl Nordvick East,Bronze Region 3 - South
752,17057,"Oct 05, 2024
11:00 AM PDT",Dublin United Dublin United 15G Green,-,Hayward Youth Soccer League HYSL Premier Chaos 15G,Fallon Sports Park - FSP1SOUTH,Bronze Region 3 - South
753,17059,"Oct 05, 2024
11:45 AM PDT",Livermore Fusion SC Fusion SC 2015 Girls Gold,-,San Ramon FC San Ramon FC 15G Red,Robertson Park - Grass #3B (7v7),Bronze Region 3 - South
754,17061,"Oct 12, 2024
8:00 AM PDT",San Ramon FC San Ramon FC 15G Red,-,Fremont Rush Soccer Fremont Rush 2015G Blue,Central Park - CP2 South,Bronze Region 3 - South
755,17062,"Oct 12, 2024
10:30 AM PDT",1974 Newark FC 1974 NFC 15G White,-,Dublin United Dublin United 15G Green,MacGregor Fields - MacGregor Fields - MAC #4 (7V7),Bronze Region 3 - South
756,17060,"Oct 12, 2024
11:00 AM PDT",Pleasanton Rage Pleasanton RAGE 15 Select I,-,Livermore Fusion SC Fusion SC 2015 Girls Gold,Amador (Aquatic) Park - Aquatic Park 3 (AQ3),Bronze Region 3 - South
757,17072,"Oct 13, 2024
12:30 PM PDT",Fremont Rush Soccer Fremont Rush 2015G Blue,-,San Ramon FC San Ramon FC 15G Red,Karl Nordvick Park - Karl Nordvick East,Bronze Region 3 - South
758,17063,"Oct 19, 2024
9:00 AM PDT",Hayward Youth Soccer League HYSL Premier Chaos 15G,-,1974 Newark FC 1974 NFC 15G White,Stonebrae Elementary School - Stonebrae Turf Lower 1,Bronze Region 3 - South
759,17065,"Oct 19, 2024
12:00 PM PDT",Fremont Rush Soccer Fremont Rush 2015G Blue,-,Pleasanton Rage Pleasanton RAGE 15 Select I,Karl Nordvick Park - Karl Nordvick East,Bronze Region 3 - South
760,17068,"Nov 16, 2024
9:15 AM PST",Livermore Fusion SC Fusion SC 2015 Girls Gold,-,Dublin United Dublin United 15G Green,Robertson Park - Grass #3B (7v7),Bronze Region 3 - South
761,17067,"Nov 16, 2024
12:30 PM PST",Pleasanton Rage Pleasanton RAGE 15 Select I,-,Hayward Youth Soccer League HYSL Premier Chaos 15G,Amador (Aquatic) Park - Aquatic Park 3 (AQ3),Bronze Region 3 - South
762,17066,"Nov 16, 2024
4:45 PM PST",San Ramon FC San Ramon FC 15G Red,-,1974 Newark FC 1974 NFC 15G White,San Ramon Sports Park - Tiff Roberts North,Bronze Region 3 - South
763,17070,"Nov 17, 2024
9:00 AM PST",Hayward Youth Soccer League HYSL Premier Chaos 15G,-,Livermore Fusion SC Fusion SC 2015 Girls Gold,Stonebrae Elementary School - Stonebrae Turf Lower 1,Bronze Region 3 - South
764,17071,"Nov 23, 2024
10:30 AM PST",1974 Newark FC 1974 NFC 15G White,-,Pleasanton Rage Pleasanton RAGE 15 Select I,MacGregor Fields - MacGregor Fields - MAC #4 (7V7),Bronze Region 3 - South
765,12609,"Aug 24, 2024
9:45 AM PDT",Davis Legacy Soccer Club Davis Legacy 15G White,4 - 5,Woodland Soccer Club WSC 15G Orange,Davis Legacy Soccer Complex - Pod F 7v7 Field 16B,Bronze - Region 6 West 1
766,12607,"Aug 24, 2024
11:45 AM PDT",Elk Grove Soccer 2015G NF,7 - 0,Sacramento United 15G White,Nottoli Park - Nottoli East,Bronze - Region 6 West 1
767,12634,"Aug 25, 2024
8:30 AM PDT",Sacramento Soccer Alliance 15G Blue,3 - 5,Sacramento United 15G White,Bahnfleth Park - South 7v7,Bronze - Region 6 West 1
768,12608,"Aug 25, 2024
3:30 PM PDT",American River FC Freedom 15 Blue,1 - 1,Elk Grove Soccer 2015G EG,Meraki High School - Soccer Field,Bronze - Region 6 West 1
769,12610,"Aug 31, 2024
9:00 AM PDT",Elk Grove Soccer 2015G EG,3 - 6,Elk Grove Soccer 2015G NF,Nottoli Park - Nottoli East,Bronze - Region 6 West 1
770,12611,"Sep 07, 2024
8:15 AM PDT",Davis Legacy Soccer Club Davis Legacy 15G White,2 - 2,Sacramento Soccer Alliance 15G Blue,Davis Legacy Soccer Complex - Pod F 7v7 Field 16A,Bronze - Region 6 West 1
771,12615,"Sep 14, 2024
2:15 PM PDT",Davis Legacy Soccer Club Davis Legacy 15G White,-,Sacramento United 15G White,Davis Legacy Soccer Complex - Pod F 7v7 Field 16A,Bronze - Region 6 West 1
772,12616,"Sep 21, 2024
9:00 AM PDT",Sacramento United 15G White,-,American River FC Freedom 15 Blue,Granite Regional Park - Field #2A,Bronze - Region 6 West 1
773,12617,"Sep 21, 2024
9:15 AM PDT",Elk Grove Soccer 2015G NF,-,Davis Legacy Soccer Club Davis Legacy 15G White,Nottoli Park - Nottoli East,Bronze - Region 6 West 1
774,12618,"Sep 21, 2024
11:00 AM PDT",Sacramento Soccer Alliance 15G Blue,-,Elk Grove Soccer 2015G EG,Bahnfleth Park - South 7v7,Bronze - Region 6 West 1
775,12614,"Sep 22, 2024
3:00 PM PDT",American River FC Freedom 15 Blue,-,Sacramento Soccer Alliance 15G Blue,Meraki High School - Soccer Field,Bronze - Region 6 West 1
776,12613,"Sep 29, 2024
12:00 PM PDT",Elk Grove Soccer 2015G EG,-,Woodland Soccer Club WSC 15G Orange,Nottoli Park - Nottoli East,Bronze - Region 6 West 1
777,12627,"Oct 05, 2024
11:15 AM PDT",American River FC Freedom 15 Blue,-,Davis Legacy Soccer Club Davis Legacy 15G White,Meraki High School - Soccer Field,Bronze - Region 6 West 1
778,12619,"Oct 05, 2024
11:30 AM PDT",Sacramento United 15G White,-,Sacramento Soccer Alliance 15G Blue,Granite Regional Park - Field #2A,Bronze - Region 6 West 1
779,12620,"Oct 05, 2024
11:35 AM PDT",Woodland Soccer Club WSC 15G Orange,-,Elk Grove Soccer 2015G NF,Woodland Sports Park - Field C South,Bronze - Region 6 West 1
780,12623,"Oct 12, 2024
8:00 AM PDT",Elk Grove Soccer 2015G NF,-,American River FC Freedom 15 Blue,Nottoli Park - Nottoli East,Bronze - Region 6 West 1
781,12624,"Oct 12, 2024
10:15 AM PDT",Woodland Soccer Club WSC 15G Orange,-,Sacramento Soccer Alliance 15G Blue,Woodland Sports Park - Field C South,Bronze - Region 6 West 1
782,12622,"Oct 12, 2024
10:30 AM PDT",Elk Grove Soccer 2015G EG,-,Sacramento United 15G White,Nottoli Park - Nottoli West,Bronze - Region 6 West 1
783,12625,"Oct 19, 2024
9:00 AM PDT",Sacramento Soccer Alliance 15G Blue,-,Elk Grove Soccer 2015G NF,Bahnfleth Park - South 7v7,Bronze - Region 6 West 1
784,12626,"Oct 19, 2024
10:15 AM PDT",Sacramento United 15G White,-,Woodland Soccer Club WSC 15G Orange,Cosumnes River College - Field 6A,Bronze - Region 6 West 1
785,12621,"Oct 20, 2024
9:45 AM PDT",Davis Legacy Soccer Club Davis Legacy 15G White,-,Elk Grove Soccer 2015G EG,Davis Legacy Soccer Complex - Pod F 7v7 Field 16A,Bronze - Region 6 West 1
786,12612,"Nov 10, 2024
9:00 AM PST",Woodland Soccer Club WSC 15G Orange,-,American River FC Freedom 15 Blue,Woodland Sports Park - Field E North,Bronze - Region 6 West 1
787,12630,"Nov 16, 2024
10:15 AM PST",Woodland Soccer Club WSC 15G Orange,-,Davis Legacy Soccer Club Davis Legacy 15G White,Woodland Sports Park - Field C South,Bronze - Region 6 West 1
788,12629,"Nov 16, 2024
10:30 AM PST",Elk Grove Soccer 2015G EG,-,American River FC Freedom 15 Blue,Nottoli Park - Nottoli West,Bronze - Region 6 West 1
789,12628,"Nov 16, 2024
11:30 AM PST",Sacramento United 15G White,-,Elk Grove Soccer 2015G NF,Granite Regional Park - Field #2B,Bronze - Region 6 West 1
790,12631,"Nov 23, 2024
10:30 AM PST",Elk Grove Soccer 2015G NF,-,Elk Grove Soccer 2015G EG,Nottoli Park - Nottoli West,Bronze - Region 6 West 1
791,12633,"Nov 23, 2024
11:15 AM PST",American River FC Freedom 15 Blue,-,Woodland Soccer Club WSC 15G Orange,Meraki High School - Soccer Field,Bronze - Region 6 West 1
792,12632,"Nov 23, 2024
12:00 PM PST",Sacramento Soccer Alliance 15G Blue,-,Davis Legacy Soccer Club Davis Legacy 15G White,Bahnfleth Park - South 7v7,Bronze - Region 6 West 1
793,2167,"Aug 24, 2024
8:00 AM PDT",Elk Grove Soccer 2015G Elite 2,4 - 1,IR Academy IR Academy 15G Purple,Nottoli Park - Nottoli East,Silver - Region 6 West
794,2169,"Aug 24, 2024
9:15 AM PDT",Elk Grove Soccer 2015G MO,3 - 3,Galt Futbol Club 2015 Galt FC Girls,Nottoli Park - Nottoli East,Silver - Region 6 West
795,2166,"Aug 24, 2024
9:50 AM PDT",Greenhaven Soccer Club Greenhaven SC 15G II,5 - 0,Natomas FA Natomas FA 15G Academy,Reginald Renfree Park  - Field 1,Silver - Region 6 West
796,2168,"Aug 24, 2024
12:45 PM PDT",Sacramento United 15G Red,3 - 2,Vacaville United Soccer Club VUSC 2015 Girls Premier,Granite Regional Park - Field #2A,Silver - Region 6 West
797,2172,"Sep 07, 2024
10:15 AM PDT",Natomas FA Natomas FA 15G Academy,0 - 2,Elk Grove Soccer 2015G Elite 2,Burberry Park - Burberry 2,Silver - Region 6 West
798,2171,"Sep 07, 2024
2:45 PM PDT",IR Academy IR Academy 15G Purple,3 - 3,Sacramento United 15G Red,Simpson Park - Simpson Park 7v7,Silver - Region 6 West
799,2173,"Sep 07, 2024
3:45 PM PDT",Davis Legacy Soccer Club Davis Legacy 15G Red,1 - 1,Greenhaven Soccer Club Greenhaven SC 15G II,Davis Legacy Soccer Complex - Pod A 7v7 Field 1A,Silver - Region 6 West
800,2170,"Sep 07, 2024
5:00 PM PDT",Vacaville United Soccer Club VUSC 2015 Girls Premier,5 - 0,Elk Grove Soccer 2015G MO,Horse Creek (Comp) Soccer Complex - D2,Silver - Region 6 West
801,2177,"Sep 14, 2024
8:30 AM PDT",Greenhaven Soccer Club Greenhaven SC 15G II,-,Elk Grove Soccer 2015G Elite 2,Reginald Renfree Park  - Field 1,Silver - Region 6 West
802,2176,"Sep 14, 2024
9:45 AM PDT",Davis Legacy Soccer Club Davis Legacy 15G Red,-,Sacramento United 15G Red,Davis Legacy Soccer Complex - Pod A 7v7 Field 1B,Silver - Region 6 West
803,2174,"Sep 14, 2024
10:00 AM PDT",IR Academy IR Academy 15G Purple,-,Galt Futbol Club 2015 Galt FC Girls,Simpson Park - Simpson Park 7v7,Silver - Region 6 West
804,2175,"Sep 14, 2024
10:15 AM PDT",Natomas FA Natomas FA 15G Academy,-,Elk Grove Soccer 2015G MO,Burberry Park - Burberry 2,Silver - Region 6 West
805,2178,"Sep 21, 2024
10:20 AM PDT",Galt Futbol Club 2015 Galt FC Girls,-,Sacramento United 15G Red,Greer Basin  - South Field 2 U8/U10,Silver - Region 6 West
806,2181,"Sep 21, 2024
11:15 AM PDT",Davis Legacy Soccer Club Davis Legacy 15G Red,-,Natomas FA Natomas FA 15G Academy,Davis Legacy Soccer Complex - Pod A 7v7 Field 1B,Silver - Region 6 West
807,2179,"Sep 21, 2024
3:30 PM PDT",Vacaville United Soccer Club VUSC 2015 Girls Premier,-,Elk Grove Soccer 2015G Elite 2,Horse Creek (Comp) Soccer Complex - D1,Silver - Region 6 West
808,2185,"Oct 05, 2024
9:15 AM PDT",Elk Grove Soccer 2015G Elite 2,-,Sacramento United 15G Red,Nottoli Park - Nottoli East,Silver - Region 6 West
809,2184,"Oct 05, 2024
12:30 PM PDT",Greenhaven Soccer Club Greenhaven SC 15G II,-,Elk Grove Soccer 2015G MO,Reginald Renfree Park  - Field 1,Silver - Region 6 West
810,2182,"Oct 05, 2024
12:45 PM PDT",Natomas FA Natomas FA 15G Academy,-,Vacaville United Soccer Club VUSC 2015 Girls Premier,Burberry Park - Burberry 2,Silver - Region 6 West
811,2183,"Oct 05, 2024
12:45 PM PDT",Davis Legacy Soccer Club Davis Legacy 15G Red,-,Galt Futbol Club 2015 Galt FC Girls,Davis Legacy Soccer Complex - Pod A 7v7 Field 1B,Silver - Region 6 West
812,2189,"Oct 12, 2024
10:15 AM PDT",Natomas FA Natomas FA 15G Academy,-,IR Academy IR Academy 15G Purple,Burberry Park - Burberry 2,Silver - Region 6 West
813,2187,"Oct 12, 2024
10:40 AM PDT",Galt Futbol Club 2015 Galt FC Girls,-,Greenhaven Soccer Club Greenhaven SC 15G II,Greer Basin  - South Field 2 U8/U10,Silver - Region 6 West
814,2188,"Oct 12, 2024
3:30 PM PDT",Vacaville United Soccer Club VUSC 2015 Girls Premier,-,Davis Legacy Soccer Club Davis Legacy 15G Red,Horse Creek (Comp) Soccer Complex - D2,Silver - Region 6 West
815,2191,"Oct 19, 2024
9:00 AM PDT",Sacramento United 15G Red,-,Natomas FA Natomas FA 15G Academy,Cosumnes River College - Field 6A,Silver - Region 6 West
816,2192,"Oct 19, 2024
11:45 AM PDT",Elk Grove Soccer 2015G MO,-,IR Academy IR Academy 15G Purple,Nottoli Park - Nottoli East,Silver - Region 6 West
817,2193,"Oct 19, 2024
4:40 PM PDT",Galt Futbol Club 2015 Galt FC Girls,-,Vacaville United Soccer Club VUSC 2015 Girls Premier,Greer Basin  - South Field 2 U8/U10,Silver - Region 6 West
818,2180,"Oct 20, 2024
10:15 AM PDT",IR Academy IR Academy 15G Purple,-,Greenhaven Soccer Club Greenhaven SC 15G II,Simpson Park - Simpson Park 7v7,Silver - Region 6 West
819,2195,"Nov 16, 2024
8:00 AM PST",Elk Grove Soccer 2015G MO,-,Davis Legacy Soccer Club Davis Legacy 15G Red,Nottoli Park - Nottoli West,Silver - Region 6 West
820,2197,"Nov 16, 2024
9:30 AM PST",Vacaville United Soccer Club VUSC 2015 Girls Premier,-,IR Academy IR Academy 15G Purple,Horse Creek (Comp) Soccer Complex - D1,Silver - Region 6 West
821,2194,"Nov 16, 2024
10:15 AM PST",Sacramento United 15G Red,-,Greenhaven Soccer Club Greenhaven SC 15G II,Granite Regional Park - Field #2B,Silver - Region 6 West
822,2196,"Nov 16, 2024
10:45 AM PST",Galt Futbol Club 2015 Galt FC Girls,-,Natomas FA Natomas FA 15G Academy,Walker Community Park  - Walker Community Park Turf,Silver - Region 6 West
823,2190,"Nov 17, 2024
9:15 AM PST",Elk Grove Soccer 2015G Elite 2,-,Davis Legacy Soccer Club Davis Legacy 15G Red,Nottoli Park - East # 12,Silver - Region 6 West
